priority,word,zh,category,filename,prompt
2,mark,標記,School,data/images/vocab/word_mark.webp,"a red check mark on a test paper, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,marker,標記,School,data/images/vocab/word_marker.webp,"a set of colorful markers in a pencil case, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,market,市場,Places & locations,data/images/vocab/word_market.webp,"a busy outdoor market with fruit stalls, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,married,已婚,Family,data/images/vocab/word_married.webp,"a happy couple holding hands and wearing wedding rings, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,marry,結婚,Family,data/images/vocab/word_marry.webp,"a bride and groom exchanging rings, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,marvelous,奇妙,,data/images/vocab/word_marvelous.webp,"a cartoon child with a marvelous surprised face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,master,掌握,People,data/images/vocab/word_master.webp,"a master painter holding a brush, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,match,匹配,,data/images/vocab/word_match.webp,"a matchstick burning with a flame, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,math (mathematics),數學,School,data/images/vocab/word_math.webp,"a blackboard filled with math equations, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,may (might),可能,,data/images/vocab/word_may.webp,"a calendar page showing the month of May, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,maybe,或許,,data/images/vocab/word_maybe.webp,"a thought bubble with a question mark, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,mean,意思是,,data/images/vocab/word_mean.webp,"a cartoon child meaning to help someone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,meat,肉,,data/images/vocab/word_meat.webp,"a plate of roasted meat on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,medicine,藥物,Health,data/images/vocab/word_medicine.webp,"a bottle of medicine on a pharmacy shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,men's room,男廁,,data/images/vocab/word_men_s_room.webp,"a men's room sign on a door, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,menu,選單,,data/images/vocab/word_menu.webp,"a menu board in a restaurant, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,middle,中間,Places & locations,data/images/vocab/word_middle.webp,"a sign pointing to the middle of a road, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,midnight,午夜,,data/images/vocab/word_midnight.webp,"a clock striking midnight with fireworks, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,million,百萬,,data/images/vocab/word_million.webp,"a stack of one million dollars, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,minor,次要的,,data/images/vocab/word_minor.webp,"a small minor key on a piano, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,modern,現代的,,data/images/vocab/word_modern.webp,"a modern cityscape with skyscrapers, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,Monday,週一,,data/images/vocab/word_monday.webp,"a calendar showing Monday as the first day, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,month,月,,data/images/vocab/word_month.webp,"a calendar page showing a month, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,mop,拖把,,data/images/vocab/word_mop.webp,"a mop and bucket in a cleaning closet, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,museum,博物館,Places & locations,data/images/vocab/word_museum.webp,"a large museum building with a fountain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,must,必須,,data/images/vocab/word_must.webp,"a cartoon child must finish their homework, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,nail,指甲,Parts of body,data/images/vocab/word_nail.webp,"a fingernail on a hand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,nation,國家,Countries and areas,data/images/vocab/word_nation.webp,"a map of a nation with its flag waving, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,national,國家的,,data/images/vocab/word_national.webp,"a national flag waving in the wind, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,nature,自然,,data/images/vocab/word_nature.webp,"a green forest with a river, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
